,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
2038,14th week,Tamil Nadu,Tirunelveli,Acute Diarrhoeal Disease,12,,27,3,2017,8.7284271,77.7112925,0.01638806454,10.0,312.56
2039,15th week,Assam,Chirang,Acute Diarrhoeal Disease,12,,8,4,2017,26.6464231,90.62415699,1.017577064,38.0,294.145
2040,15th week,Karnataka,Hassan,Chikungunya,25,,13,4,2017,13.0070817,76.0992703,0.003641963798,7.0,309.508
2041,15th week,Kerala,Kannur,Dengue,53,,10,4,2017,11.8763836,75.3737973,,22.0,303.92
2042,15th week,Punjab,Rupnagar,Acute Diarrhoeal Disease,25,,12,4,2017,31.09168085,76.52726739,0.1987305729,11.0,301.6333334
2043,15th week,Tamil Nadu,Salem,Acute Diarrhoeal Disease,16,,11,4,2017,11.0600516,77.0679581,0.0191757263,6.0,311.445
2044,15th week,Assam,Kamrup,Dengue,33,,1,1,2017,26.12755515,91.29987148,0.01882134169,19.0,296.1033334
2045,15th week,Gujarat,Junagadh,Chikungunya,60,,4,4,2017,21.5174104,70.4642754,9.09e-05,5.0,320.184
2046,15th week,Kerala,Palakkad,Dengue,35,2.0,1,4,2017,10.78789845,76.47408711,0.08788491187,24.0,308.372
2047,15th week,Kerala,Thrissur,Dengue,8,,3,4,2017,10.5256264,76.2132542,0.1867733102,29.0,303.008
2048,16th week,Karnataka,Bagalkot,Dengue,20,,17,4,2017,16.1853166,75.6967919,9.12e-05,4.0,320.128
2049,16th week,Karnataka,Haveri,Acute Diarrhoeal Disease,14,,15,4,2017,14.7874825,75.3996731,0.03111928673,,308.49666659999997
2050,16th week,Odisha,Koraput,Acute Diarrhoeal Disease,27,,15,4,2017,18.7232023,82.60811828,0.0001505471389,,312.9366666
2051,16th week,Tripura,West Tripura,Acute Diarrhoeal Disease,131,,13,4,2017,23.916667,91.5,0.1045395675,17.0,300.585
2052,16th week,Kerala,Kozhikode,Dengue,65,,20,3,2017,11.2450558,75.7754716,0.176400478,,
2053,16th week,Kerala,Kozhikode,Dengue,40,,2,3,2017,11.2450558,75.7754716,0.009330689824,,
2054,16th week,Maharashtra,Ratnagiri,Dengue,18,,11,4,2017,17.2826079,73.4569787,0.0006183158999,12.0,312.8466666
2055,16th week,Kerala,Ernakulam,Dengue,43,,30,3,2017,9.98408,76.2741457,0.07724237517,,304.17
2056,16th week,Kerala,Kannur,Dengue,53,,10,4,2017,11.8763836,75.3737973,,22.0,303.92
2057,16th week,Kerala,Palakkad,Dengue,64,2.0,1,4,2017,10.78789845,76.47408711,0.08788491187,24.0,308.372
2058,16th week,Kerala,Thrissur,Dengue,36,,3,4,2017,10.5256264,76.2132542,0.1867733102,29.0,303.008
2059,17th week,Chhattisgarh,Gariyaband,Acute Diarrhoeal Disease,15,,21,4,2017,20.52684285,82.187831,0.005558159937,10.0,314.34000000000003
2060,17th week,Karnataka,Mysuru,Acute Diarrhoeal Disease,40,,26,4,2017,12.3051828,76.6553609,0.1757524902,8.0,307.705
2061,17th week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,20,,21,4,2017,24.756718,81.65493469,6.25e-05,4.0,317.34000000000003
2062,17th week,Rajasthan,Banswara,Acute Diarrhoeal Disease,29,,26,4,2017,23.4929453,74.34983641,0.003079595399,4.0,314.69599999999997
2063,17th week,Jammu and Kashmir,Poonch,Acute Gastroenteritis,35,,2,4,2017,33.7670004,74.0957143,0.04266753781,13.0,297.356
2064,17th week,Karnataka,Davangere,Dengue,26,,17,4,2017,14.4679807,75.9195682,0.001408977287,5.0,314.34000000000003
2065,17th week,Karnataka,Tumkur,Acute Diarrhoeal Disease,13,,18,4,2017,13.3400771,77.1006208,0.0002019596305,6.0,313.63599999999997
2066,17th week,Kerala,Kollam,Dengue,30,,6,4,2017,8.8879509,76.5955013,0.2980428675,,302.704
2067,18th week,Karnataka,Tumkur,Dengue,13,,27,4,2017,13.3400771,77.1006208,0.01111297589,6.0,313.744
2068,18th week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,25,,28,4,2017,23.25,78.083333,0.0001315401511,4.0,320.896
2069,18th week,Madhya Pradesh,Ujjain,Acute Diarrhoeal Disease,62,,28,4,2017,23.1885131,75.7716562,0.0009008682442,3.0,318.564
2070,18th week,Maharashtra,Satara,Acute Diarrhoeal Disease,71,,3,5,2017,17.63612885,74.29827808,0.0008892755354,4.0,321.63599999999997
2071,18th week,Tamil Nadu,Krishnagiri,Acute Diarrhoeal Disease,32,,1,5,2017,12.5188835,78.2206536,0.01496514999,,312.2866666
2072,18th week,Uttar Pradesh,Rae-Bareilly,Acute Diarrhoeal Disease,15,,28,4,2017,26.25019525,81.38095671,0.03456115924,4.0,312.32
2073,18th week,Karnataka,Mandya,Dengue And Chikungunya,15,,25,4,2017,12.5238888,76.8961961,0.1119295581,8.0,306.04400000000004
2074,19th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,28,,11,5,2017,15.8309251,78.0425373,0.04057648441,4.0,318.66
2075,19th week,Bihar,Madhubani,Acute Diarrhoeal Disease,23,,8,5,2017,26.350072,86.22914689,0.1139035332,,303.3533334
2076,19th week,Karnataka,Hassan,Chikungunya,35,,9,5,2017,13.0070817,76.0992703,0.170913066,,311.504
2077,19th week,Karnataka,Haveri,Acute Diarrhoeal Disease,28,,8,5,2017,14.7874825,75.3996731,0.1321517983,,309.24333340000004
2078,19th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,29,,11,5,2017,21.825599,75.614182,0.01321645256,4.0,323.09000000000003
2079,19th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,55,,11,5,2017,21.825599,75.614182,0.01321645256,4.0,323.09000000000003
2080,19th week,Punjab,Patiala,Acute Diarrhoeal Disease,22,,8,5,2017,30.2090874,76.33987209,0.01948679743,,311.54400000000004
2081,19th week,Rajasthan,Udaipur,Acute Diarrhoeal Disease,388,,10,5,2017,24.578721,73.6862571,0.01242968032,6.0,318.48
2082,19th week,Uttar Pradesh,Hardoi,Acute Diarrhoeal Disease,121,3.0,8,5,2017,27.33857665,80.09752646,0.01866490316,,315.18333340000004
2083,19th week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,69,2.0,8,5,2017,25.1010477,82.62574936,0.001518857119,,318.1066666
2084,19th week,Kerala,Malappuram,Dengue,46,,14,3,2017,11.10684475,76.1099551,0.3129664297,,304.43
2085,19th week,Kerala,Kozhikode,Dengue,32,,6,4,2017,11.2450558,75.7754716,0.1561128919,,
2086,20th week,Assam,Karimganj,Acute Diarrhoeal Disease,12,,14,5,2017,24.8483482,92.33221292,0.3297125344,15.0,301.468
2087,20th week,Andhra Pradesh,Prakasam,Dengue,28,,13,5,2017,15.6589741,79.47164373,0.06040740703,5.0,315.19599999999997
2088,20th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,30,,13,5,2017,22.0059254,81.2332055,0.06346998891,4.0,316.28400000000005
2089,20th week,Karnataka,Chikkaballapura,Acute Diarrhoeal Disease,20,,14,5,2017,13.4358702,77.7312434,0.1709897815,6.0,310.82
2090,20th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,43,,15,5,2017,20.84288265,75.52612464,0.001874754495,4.0,321.5166666
2091,20th week,Maharashtra,Wardha,Acute Diarrhoeal Disease,232,,16,5,2017,20.82562315,78.6131455,0.02417278885,,319.128
2092,20th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,85,,15,5,2017,21.825599,75.614182,0.0060867251,4.0,322.1166666
2093,20th week,Manipur,Tengnoupal,Acute Diarrhoeal Disease,20,,11,5,2017,24.31392145,94.23756082,0.1885181073,48.0,300.9633334
2094,20th week,Rajasthan,Churu,Acute Diarrhoeal Disease,30,,21,5,2017,28.2061443,74.6919073,0.02531387093,2.0,319.168
2095,20th week,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,20,1.0,17,5,2017,9.5208936,77.8784564,0.1281874512,,312.595
2096,20th week,Telangana,Adilabad,Acute Diarrhoeal Disease,18,,12,5,2017,19.5,78.5,0.05207400162,4.0,321.0333334
2097,20th week,Kerala,Kollam,Dengue,42,,1,5,2017,8.8879509,76.5955013,0.2176642748,,303.808
2098,20th week,Kerala,Kollam,Dengue,30,,3,5,2017,8.8879509,76.5955013,0.2732531661,23.0,304.54
2099,20th week,Kerala,Malappuram,Dengue,79,1.0,4,5,2017,11.10684475,76.1099551,0.6657383103,25.0,307.25
2100,20th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,13,1.0,5,5,2017,25.1265777,83.24965577,0.06106084845,6.0,315.43
2101,21st week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,62,,22,5,2017,14.4752936,78.8216861,0.03940527194,6.0,315.5733334
2102,21st week,Assam,Sonitpur (Tezpur),Acute Diarrhoeal Disease,48,,21,5,2017,26.6265106,92.8002917,0.4129942317,19.0,304.04
2103,21st week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,28,,21,5,2017,21.6542,82.1739,0.0007461644227,4.0,319.84000000000003
2104,21st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,17,,25,5,2017,22.0090841,82.578896,0.0006542746898,,315.7933334
2105,21st week,Gujarat,Patan,Acute Diarrhoeal Disease,147,,21,5,2017,23.77405735,71.68373466,0.0002845194639,3.0,318.2066666
2106,21st week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,21,1.0,22,5,2017,31.6723392,76.95331691,0.2636552166,21.0,300.32
2107,21st week,Karnataka,Chitradurga,Dengue,17,,23,5,2017,14.2266443,76.4005122,0.0210387157,5.0,313.99
2108,21st week,Kerala,Ernakulam,Dengue,14,,22,5,2017,9.98408,76.2741457,0.9568227508,15.0,303.44
2109,21st week,Kerala,Kozhikode,Dengue,65,,24,5,2017,11.2450558,75.7754716,0.4024733048,,
2110,21st week,Maharashtra,Chandrapur,Acute Diarrhoeal Disease,92,,19,5,2017,20.0967555,79.50454752,0.01357661697,6.0,316.7366666
2111,21st week,Odisha,Bolangir,Acute Diarrhoeal Disease,19,,21,5,2017,20.7502257,83.2499464,0.03849393439,6.0,318.55333340000004
2112,21st week,Tamil Nadu,Nagapattinam,Dengue,23,,28,5,2017,10.8056276,79.82465978,0.1958682632,9.0,313.82
2113,21st week,Tamil Nadu,Udhagamandalam,Acute Diarrhoeal Disease,18,,26,5,2017,11.471119,76.69065831,1.190697949,21.0,302.5733334
2114,21st week,Tripura,Dhalai,Malaria,39,,27,5,2017,23.8253158,91.97322267,0.09305463564,41.0,299.7033334
2115,21st week,Uttar Pradesh,Kaushambi,Acute Diarrhoeal Disease,39,,22,5,2017,25.53609455,81.44672839,0.03315191897,5.0,313.25
2116,21st week,Uttar Pradesh,Amethi,Acute Diarrhoeal Disease,6,1.0,23,5,2017,26.34738315,81.62387832,0.05352101694,4.0,313.908
2117,21st week,Karnataka,Mandya,Dengue,60,,1,5,2017,12.5238888,76.8961961,0.07972766786,,311.21
2118,21st week,Kerala,Malappuram,Dengue,29,,24,4,2017,11.10684475,76.1099551,0.8016727413,22.0,306.2966666
2119,21st week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,36,,15,5,2017,21.825599,75.614182,0.0060867251,4.0,322.1166666
2120,21st week,Uttar Pradesh,Fatehpur,Acute Diarrhoeal Disease,15,2.0,17,5,2017,25.8435395,80.91800397,0.02290172493,,315.43
2121,22nd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,43,,25,5,2017,15.8309251,78.0425373,0.006801795772,,317.02
2122,22nd week,Arunachal Pradesh,Dibang Valley,Acute Gastroenteritis,28,,30,5,2017,28.83416675,95.94523415,2.026425866,34.0,299.84000000000003
2123,22nd week,Chhattisgarh,Kondagaon,Acute Diarrhoeal Disease,17,1.0,31,5,2017,19.5885769,81.6628742,0.06359775424,12.0,313.58
2124,22nd week,Gujarat,Gandhinagar,Cholera,101,,26,5,2017,23.2232877,72.6492267,0.005320479081,5.0,314.1
2125,22nd week,Gujarat,Junagadh,Chikungunya,13,,1,6,2017,21.5174104,70.4642754,0.02067987628,,314.112
2126,22nd week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,13,1.0,29,5,2017,31.6723392,76.95331691,0.1474537391,23.0,302.2133334
2127,22nd week,Karnataka,Davanagere,Dengue,28,,25,5,2017,14.4661266,75.9206361,0.09575843529,,314.295
2128,22nd week,Karnataka,Raichur,Malaria,4,,1,6,2017,16.083333,77.166667,0.03419328942,,314.46
2129,22nd week,Karnataka,Tumkur,Chikungunya,39,,27,5,2017,13.3400771,77.1006208,0.2094716422,8.0,305.86
2130,22nd week,Kerala,Alappuzha,Dengue,8,,2,6,2017,9.5006651,76.41241429,1.965705483,,304.16
2131,22nd week,Madhya Pradesh,Umaria,Acute Diarrhoeal Disease,16,,31,5,2017,23.64319305,80.94239522,0.1257412582,9.0,316.17
2132,22nd week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,110,,27,5,2017,20.84288265,75.52612464,0.005828844688,3.0,321.41200000000003
2133,22nd week,Odisha,Bolangir,Acute Diarrhoeal Disease,5,1.0,27,5,2017,20.7502257,83.2499464,0.03146495095,7.0,318.1966666
2134,22nd week,Tamil Nadu,Theni,Dengue,31,,29,5,2017,9.9696643,77.47420049,0.1821434045,6.0,312.2333334
2135,22nd week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,25,1.0,2,6,2017,25.1010477,82.62574936,0.107414924,,314.32
2136,22nd week,Assam,Dibrugarh,Acute Encephalitis Syndrome,18,3.0,26,3,2017,27.4844597,94.9019447,0.1007892562,10.0,300.0
2137,22nd week,Assam,Sibsagar,Acute Encephalitis Syndrome,24,3.0,14,1,2017,26.96388985,94.58213345,0.01410269898,10.0,293.7933334
2138,22nd week,Gujarat,Gir Somnath,Dengue,12,,24,5,2017,20.9911049,70.68806405,0.002096745091,,315.6566666
2139,22nd week,Kerala,Thrissur,Dengue,11,,12,5,2017,10.5256264,76.2132542,0.598148184,29.0,302.8266666
2140,22nd week,Tamil Nadu,Nagercoil,Dengue,18,,21,4,2017,8.1880471,77.4290492,0.008152987262,8.0,314.47200000000004
2141,22nd week,Kerala,Malappuram,Dengue,65,,14,3,2017,11.10684475,76.1099551,0.3129664297,,304.43
2142,22nd week,Kerala,Malappuram,Dengue,35,,24,4,2017,11.10684475,76.1099551,0.8016727413,22.0,306.2966666
2143,23rd week,Assam,Tinsukia,Acute Diarrhoeal Disease,22,,3,6,2017,27.52016575,95.53063473,1.012743797,30.0,304.38
2144,23rd week,Bihar,Nawada,Acute Gastroenteritis,33,,4,6,2017,24.818124,85.51855623,0.08227550485,5.0,316.012
2145,23rd week,Bihar,Nawada,Acute Diarrhoeal Disease,19,,6,6,2017,24.818124,85.51855623,0.05368884382,5.0,314.95
2146,23rd week,Gujarat,Banaskantha,Acute Diarrhoeal Disease,25,,9,6,2017,24.172056,72.431134,0.02636463181,,311.184
2147,23rd week,Karnataka,Haveri,Suspected Chikungunya,31,,3,6,2017,14.7874825,75.3996731,0.5294294941,9.0,305.5466666
2148,23rd week,Maharashtra,Aurangabad,Acute Diarrhoeal Disease,181,,3,6,2017,19.877263,75.3390241,0.2008924082,3.0,317.1
2149,23rd week,Maharashtra,Sindhudurg,Malaria,93,,1,6,2017,16.1357193,73.6522086,0.329188217,,303.93333340000004
2150,23rd week,Tamil Nadu,Tiruppur,Acute Diarrhoeal Disease,25,,5,6,2017,11.1017815,77.345192,0.3065164123,4.0,315.93333340000004
2151,23rd week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,24,,26,5,2017,24.756718,81.65493469,0.01747010826,4.0,318.1066666
2152,23rd week,Uttar Pradesh,Hardoi,Malaria,6,,25,5,2017,27.33857665,80.09752646,0.06006655106,,309.3533334
2153,24th week,Andhra Pradesh,Srikakulam,Acute Diarrhoeal Disease,16,,18,6,2017,18.32002205,83.9160772,0.8792437884,,300.82
2154,24th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,101,,13,6,2017,20.73218365,81.14335738,0.4626178821,13.0,309.4866666
2155,24th week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,558,,11,6,2017,21.98934025,82.10996499,0.1023700904,4.0,314.84000000000003
2156,24th week,Gujarat,Gandhi Nagar,Cholera,71,,20,5,2017,23.06016515,72.58063822,5.35e-05,5.0,319.26
2157,24th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,102,,17,6,2017,22.75,71.666667,0.008551700984,,310.44
2158,24th week,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,40,,9,6,2017,32.166667,76.25,0.2305334774,,303.4666666
2159,24th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,60,,18,6,2017,31.6723392,76.95331691,0.1276555437,,301.88
2160,24th week,Karnataka,Kalaburagi,Dengue,23,,17,6,2017,17.166667,77.083333,1.934014285,,
2161,24th week,Tamil Nadu,Tiruchirapalli,Dengue,19,,16,6,2017,10.8219673,78.6830614,0.1358727892,5.0,312.3866666
2162,24th week,Tamil Nadu,Tiruvannamalai,Dengue,13,,13,6,2017,12.22721295,79.07015555,0.07761097603,7.0,
2163,24th week,Uttar Pradesh,Mau,Acute Diarrhoeal Disease,11,,13,6,2017,26.0376878,83.49793418,0.1246368736,5.0,308.865
2164,24th week,Karnataka,Tumkur,Chikungunya,13,,6,6,2017,13.3400771,77.1006208,0.3428974063,7.0,309.3533334
2165,24th week,Maharashtra,Satara,Chikungunya,32,,5,6,2017,17.63612885,74.29827808,0.2490499253,4.0,313.04
2166,25th week,Chandigarh,Chandigarh,Cholera,3,,16,6,2017,30.72984395,76.78414567,0.008095585039,7.0,310.9866666
2167,25th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,47,,16,6,2017,22.5,83.5,0.2771768348,9.0,310.495
2168,25th week,Karnataka,Chikkaballapur,Dengue,12,,17,6,2017,13.6102243,77.5127721,0.2772478729,,307.2
2169,25th week,Karnataka,Kalaburagi,Acute Gastroenteritis,38,,22,6,2017,17.166667,77.083333,0.5759844378,2.0,
2170,25th week,Karnataka,Kalaburagi,Acute Diarrhoeal Disease,28,,23,6,2017,17.166667,77.083333,0.4446333521,2.0,308.68
2171,25th week,Karnataka,Kolar,Acute Gastroenteritis,70,,19,6,2017,13.1367201,78.1337246,0.1600123614,9.0,305.7066666
2172,25th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,33,,23,6,2017,21.825599,75.614182,0.05859078471,8.0,309.14
2173,25th week,Punjab,Jalandhar,Cholera,414,1.0,23,6,2017,31.29201065,75.56805772,0.4262215264,5.0,308.59000000000003
2174,25th week,Punjab,Ludhiana,Cholera,86,,23,6,2017,30.9090157,75.851601,0.4262215264,5.0,308.59000000000003
2175,25th week,Punjab,Rupnagar,Acute Diarrhoeal Disease,61,,24,6,2017,31.09168085,76.52726739,0.6116129531,12.0,306.6
2176,25th week,Rajasthan,Sikar,Acute Diarrhoeal Disease,24,,23,6,2017,27.662826,75.02792629,0.1424104959,4.0,310.04400000000004
2177,25th week,Tamil Nadu,Salem,Dengue,18,,19,6,2017,11.0600516,77.0679581,0.1453390936,7.0,308.7
2178,25th week,Tamil Nadu,Tiruvallur,Acute Diarrhoeal Disease,14,,22,6,2017,13.1394221,79.9070839,0.2430307088,7.0,309.98
2179,25th week,Tamil Nadu,Tiruvannamalai,Dengue,26,,21,6,2017,12.22721295,79.07015555,0.2974605853,8.0,313.32
2180,25th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,21,,12,6,2017,20.9727404,80.69155548,0.188814781,9.0,312.43
2181,25th week,Gujarat,Gandhinagar,Cholera,189,,14,6,2017,23.2232877,72.6492267,0.08440429428,5.0,310.24
2182,25th week,Jammu and Kashmir,Poonch,Acute Gastroenteritis,892,,10,5,2017,33.7670004,74.0957143,0.05117537977,17.0,303.25
2183,25th week,Karnataka,Mandya,Dengue,28,,13,6,2017,12.5238888,76.8961961,0.4289524388,6.0,300.18
2184,25th week,Karnataka,Tumkur,Chikungunya,73,,1,6,2017,13.3400771,77.1006208,0.1433637805,,304.2933334
2185,25th week,Madhya Pradesh,Ratlam,Acute Diarrhoeal Disease,425,,13,6,2017,23.4805919,74.91931943,0.2113019916,4.0,311.77500000000003
2186,25th week,Maharashtra,Osmanabad,Acute Diarrhoeal Disease,368,,12,6,2017,18.16984395,76.11796321,0.4001070088,3.0,308.22
2187,25th week,Karnataka,Kalaburagi,Dengue And Chikungunya,35,,17,6,2017,17.166667,77.083333,1.934014285,,
2188,25th week,Maharashtra,Satara,Chikungunya,52,,19,6,2017,17.63612885,74.29827808,0.5763513157,5.0,306.26
2189,26th week,Chhattisgarh,Jashpur,Acute Diarrhoeal Disease,14,,22,6,2017,22.76678355,83.95304519,0.6275276376,14.0,307.46
2190,26th week,Chhattisgarh,Mahasamund,Malaria,13,,28,6,2017,21.1882332,82.48484762,1.129699366,1.0,304.74
2191,26th week,Gujarat,Anand,Cholera,57,,30,6,2017,22.5584995,72.9625629,0.9190543476,4.0,309.04
2192,26th week,Jharkhand,Saraikela Kharsawan,Dengue,8,,22,6,2017,22.7464225,85.91689291,1.191417932,16.0,309.2866666
2193,26th week,Karnataka,Hassan,Dengue,16,,29,6,2017,13.0070817,76.0992703,0.2201276374,5.0,303.6866666
2194,26th week,Karnataka,Tumkur,Dengue And Chikungunya,30,,23,6,2017,13.3400771,77.1006208,0.2539992495,5.0,300.90000000000003
2195,26th week,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,25,,23,6,2017,16.7028412,74.2405329,0.2546117814,6.0,306.88
2196,26th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,100,,22,6,2017,21.1498134,79.0820556,0.1215240349,6.0,314.27
2197,26th week,Maharashtra,Sindhudurg,Acute Diarrhoeal Disease,16,,25,6,2017,16.1357193,73.6522086,0.7346040474,,299.845
2198,26th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,72,,25,6,2017,21.825599,75.614182,0.2463971488,,310.036
2199,26th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,337,,28,6,2017,21.825599,75.614182,0.625376541,3.0,310.25
2200,26th week,Nagaland,Kiphire,Malaria,5,,26,6,2017,25.81551155,94.841664,1.031485147,,293.37
2201,26th week,Telangana,Kamareddy,Acute Diarrhoeal Disease,185,,26,6,2017,18.316551,78.05393808,0.1085480913,,306.2866666
2202,26th week,Telangana,Rajanna Sircilla,Acute Diarrhoeal Disease,29,,29,6,2017,18.452116,78.76455837,0.3004186749,6.0,302.14
2203,26th week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,16,1.0,24,6,2017,25.1010477,82.62574936,0.2017533802,5.0,312.312
2204,26th week,Uttar Pradesh,Varanasi,Acute Diarrhoeal Disease,16,2.0,23,6,2017,25.3356491,83.0076292,0.3044072988,5.0,310.89
2205,26th week,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,38,,29,5,2017,21.6783969,81.43047623,0.01681374946,4.0,322.748
2206,26th week,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,33,,19,5,2017,21.6783969,81.43047623,0.008388124964,4.0,320.8333334
2207,26th week,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,157,1.0,14,6,2017,21.6783969,81.43047623,0.2964260794,4.0,315.84000000000003
2208,26th week,Karnataka,Tumkur,Dengue,23,,14,6,2017,13.3400771,77.1006208,0.3393581958,5.0,
2209,26th week,Kerala,Palakkad,Dengue,300,,30,5,2017,10.78789845,76.47408711,0.6551171401,14.0,304.315
2210,26th week,Kerala,Palakkad,Dengue,76,3.0,30,5,2017,10.78789845,76.47408711,0.6551171401,14.0,304.315
2211,27th week,Bihar,Arwal,Acute Diarrhoeal Disease,12,1.0,6,7,2017,25.18077715,84.65920203,1.90087107,2.0,299.24
2212,27th week,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,32,,3,7,2017,32.166667,76.25,1.668347205,,289.99
2213,27th week,Karnataka,Hassan,Acute Diarrhoeal Disease,20,,3,7,2017,13.0070817,76.0992703,0.1549374774,,306.04
2214,27th week,Karnataka,Ramanagara,Chikungunya,19,,3,7,2017,12.7252766,77.2804797,0.1435092355,,304.58
2215,27th week,Maharashtra,Satara,Chikungunya,53,,3,7,2017,17.63612885,74.29827808,0.1410514712,,306.27
2216,27th week,Punjab,Moga,Cholera,21,,6,7,2017,30.7839866,75.16057423,0.131497755,5.0,302.03200000000004
2217,27th week,Tamil Nadu,Madurai,Acute Diarrhoeal Disease,33,,5,7,2017,9.9261153,78.1140983,0.1377638188,5.0,316.84000000000003
2218,27th week,Telangana,Kamareddy,Acute Diarrhoeal Disease,11,,30,6,2017,18.316551,78.05393808,0.362047798,5.0,300.55
2219,27th week,Gujarat,Vadodara,Cholera,19,,28,6,2017,22.2973142,73.1942567,0.7961108618,4.0,308.62
2220,27th week,Maharashtra,Aurangabad,Acute Diarrhoeal Disease,83,,28,6,2017,19.877263,75.3390241,0.6892881953,4.0,309.22
2221,27th week,Telangana,Nizamabad,Acute Diarrhoeal Disease,18,,9,6,2017,18.75,78.25,0.4665800098,,315.83
2222,27th week,Karnataka,Davangere,Dengue,48,,6,7,2017,14.4679807,75.9195682,0.1599315507,5.0,305.58
2223,28th week,Andhra Pradesh,Kadapa,Malaria,7,,10,7,2017,14.4752936,78.8216861,0.1471605754,7.0,310.02
2224,28th week,Assam,Nagaon,Acute Encephalitis Syndrome,48,,15,7,2017,26.30414915,92.71605974,1.123399282,28.0,305.14
2225,28th week,Gujarat,Kheda,Acute Diarrhoeal Disease,45,,16,7,2017,22.75,72.833333,5.679999853,3.0,303.62
2226,28th week,Gujarat,Mahesana,Acute Diarrhoeal Disease,59,,11,7,2017,23.6015557,72.3867981,0.110457854,,310.49
